gene_id,importance_score,z_score,is_perturbed
EIF1,0.0,-0.17964239331779489,False
EIF2AK1,0.0,-0.17964239331779489,False
EIF2AK2,0.0,-0.17964239331779489,False
EIF2S3,0.0,-0.17964239331779489,False
EIF3A,0.0,-0.17964239331779489,False
EIF3B,0.0,-0.17964239331779489,False
EIF3D,0.0,-0.17964239331779489,False
EIF3E,0.0,-0.17964239331779489,False
EIF3H,0.0,-0.17964239331779489,False
EIF3I,0.0,-0.17964239331779489,False
EIF3L,0.0,-0.17964239331779489,False
EIF4A2,0.0,-0.17964239331779489,False
EIF4B,0.0,-0.17964239331779489,False
EIF4EBP2,0.0,-0.17964239331779489,False
EIF4G1,0.0,-0.17964239331779489,False
EIF4G2,0.0,-0.17964239331779489,False
EIF4H,0.0,-0.17964239331779489,False
EIF5,0.0,-0.17964239331779489,False
EIF5A,0.0,-0.17964239331779489,False
EIF5B,0.0,-0.17964239331779489,False
ELF5,0.0,-0.17964239331779489,False
ELN,0.0,-0.17964239331779489,False
ELOB,0.0,-0.17964239331779489,False
ELOVL2,0.0,-0.17964239331779489,False
ELOVL5,0.0,-0.17964239331779489,False
ELP2,0.0,-0.17964239331779489,False
EMP2,0.0,-0.17964239331779489,False
ENAH,0.0,-0.17964239331779489,False
ENO1,0.0,-0.17964239331779489,False
ENO3,0.0,-0.17964239331779489,False
ENPP1,0.0,-0.17964239331779489,False
ENSA,0.0,-0.17964239331779489,False
ENTPD5,0.0,-0.17964239331779489,False
EPAS1,0.0,-0.17964239331779489,False
EPB41L2,0.0,-0.17964239331779489,False
EPCAM,0.0,-0.17964239331779489,False
EPHB3,0.0,-0.17964239331779489,False
EPHX1,0.0,-0.17964239331779489,False
ERBB2,0.0,-0.17964239331779489,False
ERBB3,0.0,-0.17964239331779489,False
ERGIC1,0.0,-0.17964239331779489,False
ERLIN2,0.0,-0.17964239331779489,False
ESR1,0.0,-0.17964239331779489,False
ESRP1,0.0,-0.17964239331779489,False
ESYT1,0.0,-0.17964239331779489,False
ESYT2,0.0,-0.17964239331779489,False
ETS1,0.0,-0.17964239331779489,False
ETV6,0.0,-0.17964239331779489,False
EVL,0.009999999999999998,2.7521214656286177,True
EWSR1,0.0,-0.17964239331779489,False
EXOC2,0.0,-0.17964239331779489,False
EZR,0.0,-0.17964239331779489,False
F11R,0.0,-0.17964239331779489,False
FABP4,0.0,-0.17964239331779489,False
FABP7,0.0,-0.17964239331779489,False
FADS2,0.0,-0.17964239331779489,False
FAM120A,0.0,-0.17964239331779489,False
FARP1,0.009999999999999998,2.7521214656286177,True
FASN,0.0,-0.17964239331779489,False
FAT1,0.0,-0.17964239331779489,False
FAU,0.0,-0.17964239331779489,False
FBL,0.0,-0.17964239331779489,False
FBLN1,0.0,-0.17964239331779489,False
FBLN2,0.0,-0.17964239331779489,False
FBN1,0.0,-0.17964239331779489,False
FBXO32,0.0,-0.17964239331779489,False
FCGBP,0.0,-0.17964239331779489,False
FCGR3A,0.0,-0.17964239331779489,False
FCGRT,0.0,-0.17964239331779489,False
FGA,0.0,-0.17964239331779489,False
FGB,0.0,-0.17964239331779489,False
FGD3,0.0,-0.17964239331779489,False
FGF10,0.0,-0.17964239331779489,False
